episode_counter,current_waypoint,pos_x,pos_y,pos_z,rot_x,rot_y,rot_z,rot_w,rotation_angle,vel_x,vel_y,vel_z,forward_x,forward_y,forward_z
0,1,125.0007,0.5905117,27.26823,-0.01346993,0.002115103,-0.0002452088,0.9999071,0.2428177,0.002452579,0.005330402,1.135693,0.004236419,0.02693632,0.9996282
0,1,125.0009,0.5925518,27.31903,-0.01257473,0.001995785,-0.0002464292,0.999919,0.2291097,0.0003839456,0.01345528,1.248381,0.003997445,0.02514644,0.9996758
0,1,125.0013,0.5954247,27.40234,-0.01246855,0.00145143,-0.0001961247,0.9999213,0.1666408,-0.0007511396,0.013501,1.392742,0.002907522,0.02493456,0.9996849
0,1,125.0013,0.5969563,27.46267,-0.01311397,0.001642063,-0.0001115741,0.9999127,0.1883829,-0.001708909,0.005591702,1.482653,0.003286765,0.02622528,0.9996507
0,1,125.0015,0.5984409,27.56031,-0.01460497,0.00143976,3.962573e-05,0.9998924,0.1649708,-0.002521907,-0.01753441,1.651811,0.002878052,0.02920691,0.9995692
0,1,125.0015,0.5988389,27.63039,-0.0156901,0.00166303,0.0001435471,0.9998756,0.1903815,-0.003303566,-0.03517383,1.737383,0.003321142,0.03137676,0.9995021
0,1,125.0016,0.5986619,27.74274,-0.01676553,0.001996029,0.0003047992,0.9998575,0.2282387,-0.005424307,-0.06169714,1.875197,0.003981268,0.03352749,0.9994299
0,1,125.0017,0.5980187,27.82314,-0.01759752,0.001962452,0.0003780745,0.9998432,0.2242223,-0.005215972,-0.07863837,1.987097,0.003910983,0.03519099,0.999373
0,1,125.002,0.5967005,27.95118,-0.01794097,0.001932907,0.0004068197,0.9998371,0.2207651,-0.003078296,-0.09797841,2.132536,0.003850587,0.03587767,0.9993488
0,2,125.0022,0.5957012,28.04172,-0.01783756,0.001838541,0.0003612824,0.9998392,0.210043,-0.002276847,-0.1054016,2.237085,0.003663601,0.03567072,0.9993569
0,2,125.0026,0.5943675,28.18456,-0.01680395,0.001599797,0.0002347801,0.9998575,0.1829487,-0.003309546,-0.1071806,2.373328,0.003191249,0.03360386,0.9994301
0,2,125.0029,0.5936422,28.2846,-0.01598113,0.001564062,0.0001559193,0.9998711,0.1790114,-0.003395315,-0.1036501,2.468345,0.003122738,0.03195863,0.9994843
0,2,125.0033,0.5929075,28.44169,-0.01488573,0.001784125,6.355744e-05,0.9998876,0.2044053,-0.001528422,-0.09517247,2.613853,0.003565958,0.02976835,0.9995505
0,2,125.0035,0.5926791,28.55106,-0.01440289,0.001716088,2.822809e-06,0.9998948,0.1967059,-0.001799239,-0.0887108,2.707654,0.003431734,0.02880276,0.9995793
0,2,125.0039,0.5927242,28.72197,-0.01413373,0.001371285,-9.129897e-05,0.9998992,0.1573328,-0.004320993,-0.08051512,2.844548,0.002744874,0.02826437,0.9995967
0,2,125.0041,0.5929861,28.8404,-0.01420525,0.001303631,-0.0001252069,0.9998983,0.1496342,-0.004763031,-0.07727668,2.935791,0.002610553,0.02840729,0.999593
0,2,125.0043,0.5936387,29.02472,-0.01452544,0.001280301,-0.0001227642,0.9998937,0.1469626,-0.004393176,-0.07673477,3.074708,0.002563896,0.02904748,0.9995747
0,2,125.0044,0.5941689,29.15205,-0.01481821,0.00115992,-0.000106108,0.9998896,0.1331411,-0.005059509,-0.07872403,3.163496,0.002322728,0.02963291,0.9995582
0,2,125.0045,0.5949818,29.34964,-0.01517805,0.0009745344,-7.212016e-05,0.9998844,0.1118375,-0.006132648,-0.08453245,3.292422,0.001951033,0.03035246,0.9995373
0,2,125.0045,0.5954626,29.4857,-0.01529611,0.0008689784,-4.338778e-05,0.9998826,0.09968866,-0.006418869,-0.08989935,3.379349,0.00173908,0.03058856,0.9995306
0,2,125.0044,0.5959856,29.69624,-0.01526758,0.0007066141,2.690171e-06,0.9998832,0.08099563,-0.006628976,-0.0986998,3.50757,0.001412981,0.0305316,0.9995328
0,2,125.0044,0.5961632,29.84084,-0.01513047,0.0005973847,2.731407e-05,0.9998854,0.06843138,-0.006679525,-0.1044488,3.59177,0.001193806,0.0302575,0.9995414
0,3,125.0042,0.5961558,30.06399,-0.01480201,0.0004387905,5.425133e-05,0.9998903,0.05020616,-0.006529486,-0.1120684,3.716188,0.0008758787,0.02960083,0.9995614
0,3,125.0041,0.5959841,30.21686,-0.01455249,0.000336451,6.221858e-05,0.9998941,0.0384629,-0.006353981,-0.1161825,3.798165,0.0006710199,0.02910194,0.9995762
0,3,125.0038,0.5955462,30.45221,-0.01419463,0.0001945408,6.662336e-05,0.9998993,0.02219106,-0.005944375,-0.1206198,3.9192,0.0003871511,0.02838643,0.999597
0,3,125.0037,0.5951883,30.61308,-0.01400027,0.0001069618,6.320193e-05,0.999902,0.01215909,-0.005672558,-0.1224365,3.998908,0.000212133,0.0279978,0.999608
0,3,125.0034,0.5946565,30.86023,-0.01378568,-7.820046e-06,5.899062e-05,0.999905,-0.000989591,-0.00520735,-0.1235997,4.116522,-1.726506e-05,0.02756873,0.9996199
0,3,125.0032,0.5943589,31.02885,-0.01369552,-7.483091e-05,5.532709e-05,0.9999062,359.9913,-0.004952471,-0.1235454,4.193936,-0.0001511633,0.02738846,0.9996248
0,3,125.0029,0.5940681,31.28746,-0.01360741,-0.0001560603,5.799993e-05,0.9999074,359.982,-0.004557342,-0.1226125,4.308087,-0.0003136701,0.02721227,0.9996296
0,3,125.0026,0.5939973,31.46361,-0.01356797,-0.0001994785,6.236187e-05,0.999908,359.9771,-0.00436483,-0.1217242,4.383181,-0.0004006124,0.02713341,0.9996318
0,3,125.0023,0.5940757,31.73335,-0.01350177,-0.0002451613,7.853691e-05,0.9999088,359.9718,-0.004071776,-0.1204439,4.493822,-0.0004923986,0.02700103,0.9996353
0,3,125.002,0.5942311,31.9168,-0.01344212,-0.0002632422,9.467234e-05,0.9999096,359.9697,-0.003935544,-0.1199006,4.566559,-0.0005289821,0.02688177,0.9996385
0,4,125.0016,0.5945626,32.19731,-0.01331278,-0.0002717461,0.0001233801,0.9999114,359.9687,-0.003701873,-0.1196945,4.673168,-0.0005467292,0.02662314,0.9996454
0,4,125.0014,0.5948067,32.38782,-0.01321453,-0.0002689973,0.0001398718,0.9999127,359.969,-0.003590422,-0.1201723,4.743209,-0.0005416443,0.02642668,0.9996506
0,4,125.001,0.5951408,32.67875,-0.01306033,-0.0002536962,0.0001615839,0.9999148,359.9707,-0.003437482,-0.1219596,4.846728,-0.0005115699,0.02611836,0.9996587
0,4,125.0008,0.5953102,32.87609,-0.01296282,-0.0002377304,0.0001724435,0.999916,359.9725,-0.003347176,-0.1237812,4.914723,-0.0004798915,0.02592337,0.9996638
0,4,125.0005,0.5955341,33.17715,-0.01284169,-0.0002038736,0.0001815007,0.9999176,359.9764,-0.00319341,-0.1270319,5.014455,-0.0004123752,0.02568118,0.9996701
0,4,125.0003,0.5956099,33.38202,-0.01354728,-0.0002045814,0.0001777106,0.9999083,359.9763,-0.003114604,-0.1220233,5.065528,-0.0004139402,0.02709199,0.9996328
0,4,124.9997,0.5961199,33.69075,-0.01184865,0.001033958,0.000143106,0.9999293,0.1183135,0.002207673,-0.1129661,5.165984,0.002064378,0.02369593,0.9997171
0,4,124.9996,0.595946,33.90228,-0.01318467,0.001016235,0.0002097444,0.9999126,0.1161653,0.008916376,-0.1302321,5.276659,0.00202676,0.02636747,0.9996502
0,5,124.9997,0.5957465,34.2245,-0.01450233,-0.001224523,-3.255285e-05,0.9998941,359.8597,-0.01586581,-0.1537709,5.373631,-0.002447842,0.02900168,0.9995764
0,5,124.9994,0.5956682,34.44269,-0.01489086,-0.001283337,-0.0001761096,0.9998884,359.8532,-0.01951284,-0.1591201,5.43107,-0.002561143,0.02977885,0.9995532
0,5,124.9986,0.5958025,34.77394,-0.01381303,0.0008546397,7.075427e-05,0.9999042,0.09785052,0.01215954,-0.1582023,5.505933,0.001707161,0.02762354,0.9996169
0,5,124.9984,0.5958627,34.9981,-0.01302934,0.0007314545,0.0004076282,0.9999148,0.08323105,0.009991867,-0.153296,5.589496,0.001452162,0.02605705,0.9996594
0,5,124.9984,0.595901,35.33869,-0.01178608,-0.000874001,0.0002441356,0.9999301,359.8995,-0.01886639,-0.1408772,5.673445,-0.001753635,0.02357008,0.9997206
0,5,124.9982,0.5959393,35.56804,-0.01066551,-0.001336523,7.045778e-05,0.9999422,359.8467,-0.01639383,-0.1314607,5.711215,-0.002674394,0.02132961,0.9997689
0,5,124.9976,0.5957454,35.91677,-0.01019548,0.0004947523,0.0001948014,0.9999478,0.05647564,0.01175483,-0.125526,5.81633,0.0009854807,0.0203901,0.9997916
0,6,124.9974,0.5956084,36.15151,-0.009951186,0.000955107,0.0003701516,0.9999501,0.1090413,0.01482266,-0.1213012,5.848766,0.001902752,0.01990209,0.9998001
0,6,124.9977,0.5953265,36.50777,-0.01032987,-0.0009474505,0.0003159648,0.9999461,359.8911,-0.01751081,-0.1230887,5.929918,-0.001901327,0.02065804,0.9997848
0,6,124.9975,0.5951487,36.74804,-0.01089856,-0.0006004753,6.828732e-05,0.9999405,359.9311,-0.01596314,-0.131576,6.004881,-0.001202368,0.02179574,0.9997617
0,6,124.9972,0.5952028,37.11077,-0.0105667,0.00148525,0.0003324961,0.999943,0.1698229,0.01283063,-0.1274807,6.045078,0.002963303,0.02113318,0.9997723
0,6,124.9972,0.5952861,37.35504,-0.01045104,0.002320352,0.0005968161,0.9999425,0.2652217,0.007277541,-0.1300022,6.108615,0.004627964,0.02090366,0.9997708
0,6,124.9978,0.5953889,37.72547,-0.01079328,0.00050752,0.0004593466,0.9999415,0.05759941,-0.01765831,-0.1345082,6.228866,0.001005065,0.02158577,0.9997665
0,6,124.9981,0.5954872,37.97506,-0.01107474,-0.0008714085,-0.0001286787,0.9999384,359.9003,-0.01069069,-0.1423091,6.2728,-0.001739859,0.02214834,0.9997532
0,7,124.998,0.5956734,38.35299,-0.01129349,-0.0005002505,-0.0006972337,0.9999359,359.9436,0.01522201,-0.1287475,6.238902,-0.0009846885,0.02258623,0.9997444
0,7,124.998,0.5958101,38.6071,-0.01122522,-0.0008937416,-0.0006487602,0.9999365,359.8984,0.01811236,-0.1309128,6.298613,-0.001772805,0.02245018,0.9997464
0,7,124.9975,0.5961481,38.99015,-0.009895164,-0.0007547417,-0.0006773676,0.9999506,359.9143,0.01170642,-0.1267593,6.399777,-0.001496003,0.01979037,0.999803
0,7,124.9969,0.5960972,39.24881,-0.01016984,-9.293285e-05,-0.0002266683,0.9999483,359.9896,-0.008375826,-0.1269348,6.444471,-0.0001812457,0.02033867,0.9997931
0,7,124.9964,0.5962077,39.63789,-0.008979848,0.000337812,0.000578305,0.9999595,0.0381199,-0.004404863,-0.1275711,6.533918,0.0006652104,0.01795936,0.9998385
0,7,124.9959,0.5960183,39.9003,-0.009375749,0.001628828,0.0007202615,0.9999545,0.1859006,0.005961819,-0.1267708,6.568491,0.003244001,0.01875299,0.9998189
0,8,124.9962,0.5957881,40.29633,-0.009502967,-0.000590745,0.0007274802,0.9999545,359.9315,-0.01335209,-0.1363103,6.655708,-0.001195263,0.01900421,0.9998187
0,8,124.996,0.5954702,40.56346,-0.01058741,-0.000288377,0.0001643395,0.9999439,359.9667,-0.001817139,-0.1384095,6.678011,-0.0005802015,0.02117354,0.9997756
0,8,124.996,0.5952373,40.96681,-0.01125622,-0.0001472415,6.529791e-05,0.9999366,359.983,-0.001421841,-0.1503924,6.727685,-0.0002959343,0.02251098,0.9997466
0,8,124.9958,0.5952834,41.23736,-0.01092536,0.001155712,0.0002084639,0.9999396,0.1321976,-0.0007329204,-0.1547287,6.764021,0.00230673,0.02184988,0.9997586
0,8,124.996,0.5957736,41.64374,-0.00831678,0.001293865,0.0007553622,0.9999643,0.1475614,-0.009247296,-0.1303174,6.793829,0.002575073,0.01663492,0.9998583
0,8,124.9965,0.5959172,41.91679,-0.007533465,0.0004130024,0.0007267997,0.9999713,0.04670311,-0.02471786,-0.1029438,6.795696,0.0008150305,0.0150671,0.9998862
0,9,124.9966,0.5959559,42.32852,-0.007091017,0.001493482,-6.048379e-05,0.9999738,0.1712025,0.00352593,-0.1041138,6.954318,0.002987743,0.01418148,0.999895
0,9,124.9972,0.5957681,42.60535,-0.007929845,-0.0007197998,-0.0002661261,0.9999683,359.9178,0.001960146,-0.1024477,6.907094,-0.001435333,0.01585957,0.9998732
0,9,124.998,0.5956671,43.02211,-0.008354455,0.003005051,0.002288615,0.999958,0.3421979,0.01881508,-0.1217758,6.934524,0.005971609,0.01672196,0.9998423
0,9,125,0.5955665,43.30182,-0.008966642,0.00429701,0.004950106,0.9999384,0.487369,0.01580192,-0.1225038,6.990176,0.008504718,0.01797472,0.9998023
0,9,125.0045,0.5955409,43.72417,-0.009615689,0.01052368,0.007423321,0.9998709,1.197901,-0.003324687,-0.1324604,6.980215,0.02090187,0.01938513,0.9995936
0,9,125.0098,0.5955874,44.0073,-0.009879892,0.01303379,0.00838832,0.9998311,1.484276,-0.01035985,-0.1257008,7.024718,0.02589743,0.01997511,0.999465
0,10,125.0207,0.5957852,44.43422,-0.009811877,0.01421473,0.007044504,0.999826,1.621219,-0.03366859,-0.1434358,7.175301,0.02828627,0.01982061,0.9994034
0,10,125.0298,0.5959811,44.72028,-0.009346807,0.01543532,0.007403827,0.9998097,1.761084,-0.01902013,-0.1461965,7.188672,0.03072637,0.01891862,0.9993488
0,10,125.0509,0.5967815,45.14626,-0.004065102,0.03086844,0.02277438,0.9992558,3.526407,0.08542961,-0.09095944,7.009413,0.06150577,0.009530171,0.9980612
0,10,125.0722,0.5972744,45.42713,0.001494382,0.04732651,0.03511178,0.9982611,5.427917,0.06847179,-0.03436701,6.993773,0.09459338,0.0003398692,0.9955159
0,10,125.1198,0.5973549,45.83963,0.01196654,0.0750502,0.04941331,0.9958829,8.666645,0.04445493,0.05874836,6.974795,0.150665,-0.01641759,0.9884486
0,10,125.165,0.5973858,46.11018,0.0111159,0.0990589,0.0473623,0.9938917,11.41866,-0.03090918,0.07979423,6.933294,0.1979606,-0.01271269,0.9801275
0,10,125.2523,0.5931338,46.50718,0.008489483,0.1371404,0.04990968,0.989257,15.79421,-0.1229596,0.003747776,6.700682,0.2721816,-0.003107295,0.9622409
0,11,125.3253,0.5917378,46.76453,0.005972601,0.1599592,0.0532219,0.9856697,18.41963,-0.1268376,-0.003879666,6.660241,0.3159697,0.005252643,0.9487547
0,11,125.4545,0.5906635,47.14394,0.003332535,0.1829436,0.04501141,0.9820868,21.07874,-0.1608577,-0.06849487,6.762056,0.3596329,0.009923417,0.9330411
0,11,125.5514,0.5905185,47.39073,0.004259994,0.1957415,0.04466843,0.9796284,22.57575,-0.07596946,-0.07108545,6.640456,0.3838884,0.009140507,0.9233342
0,11,125.7126,0.59146,47.75065,0.01003633,0.2194467,0.04971061,0.9743056,25.3797,0.07683134,-0.03179319,6.545992,0.4286141,0.002260748,0.9034849
0,11,125.831,0.5942522,47.98043,0.01366706,0.2358216,0.04829264,0.9704995,27.326,0.133858,0.0152947,6.460544,0.4590495,-0.003750864,0.8884028
0,11,126.0242,0.5967648,48.31411,0.01559511,0.2676162,0.04601898,0.9622996,31.09756,0.1288254,0.07561871,6.322855,0.5164894,-0.005383486,0.8562767
0,11,126.1623,0.597279,48.52761,0.01582966,0.2862169,0.04296295,0.9570703,33.3141,0.07577848,0.04693584,6.322318,0.5492196,-0.005706757,0.8356586
0,12,126.3821,0.5971097,48.84007,0.01056213,0.3069843,0.03344753,0.951068,35.77704,0.01408911,0.01586872,6.390652,0.5846325,0.0004451219,0.8112981
0,12,126.5353,0.5966339,49.04431,0.004680703,0.3149448,0.02487381,0.9487725,36.71739,0.005562305,-0.023872,6.390457,0.5978547,0.006785907,0.8015758
0,12,126.7746,0.5960202,49.34219,0.003157683,0.3285439,0.02687889,0.9441009,38.35772,0.1447716,-0.07664004,6.33672,0.620527,0.01169945,0.7840979
0,12,126.9392,0.5958692,49.53452,0.006441261,0.3441047,0.03296011,0.9383305,40.25786,0.1890948,-0.08105712,6.297726,0.6461926,0.01059539,0.7631009
0,12,127.1955,0.5959202,49.81073,0.01498456,0.3704057,0.04203469,0.9277975,43.51833,0.1801727,-0.06257987,6.255839,0.6885827,0.003334507,0.7251502
0,12,127.3727,0.5960503,49.98531,0.02049196,0.3868246,0.04357557,0.9208952,45.58108,0.1407301,-0.03050345,6.245205,0.7142358,-0.004029684,0.6998935
0,12,127.6502,0.5952888,50.23806,0.01883115,0.4093163,0.03746136,0.9114287,48.37783,0.05139494,0.01845112,6.177182,0.7475361,-0.003659403,0.6642111
0,12,127.8398,0.5949644,50.39791,0.0160112,0.4180059,0.02946693,0.9078251,49.4557,0.05330062,0.01345205,6.167959,0.7598962,-0.004436031,0.6500294
0,13,128.1342,0.5935781,50.63585,0.002058858,0.4250399,0.01510129,0.9050463,50.30503,0.04037094,-0.03147831,6.258908,0.7694238,0.009110576,0.6386737
0,13,128.3321,0.5930933,50.79264,-0.006413896,0.4258677,0.005638975,0.9047452,50.41093,0.0745182,-0.07093138,6.272357,0.7705311,0.0164088,0.6371912
0,13,128.633,0.5934091,51.02392,-0.006340194,0.4317254,0.01127931,0.9019123,51.14978,0.2310059,-0.1270754,6.307566,0.7786138,0.02117573,0.627146
0,13,128.8348,0.5944158,51.17376,0.0007593003,0.444585,0.02142137,0.8954801,52.78686,0.2425425,-0.1020936,6.228921,0.7962666,0.01768737,0.6046872
0,13,129.1404,0.5966339,51.38665,0.01607646,0.4678395,0.03345808,0.8830336,55.82394,0.1797316,-0.04754181,6.233497,0.8273119,0.002913918,0.5617355
0,13,129.3493,0.5975071,51.52017,0.02416319,0.4859784,0.03931217,0.8727518,58.23164,0.1498992,0.01555106,6.131926,0.8501769,-0.003967196,0.5264822
0,13,129.6664,0.5972441,51.70346,0.02808579,0.5094694,0.0349572,0.8593195,61.35754,0.02416468,0.0361221,6.147764,0.8775577,-0.01265007,0.4793041
0,13,129.8842,0.595257,51.81684,0.02371293,0.5236489,0.03160157,0.8510175,63.2261,0.01171231,0.02197245,6.14679,0.8927675,-0.007263992,0.4504591
0,14,130.2163,0.5924898,51.97546,0.01209778,0.5343522,0.02296972,0.8448631,64.61832,0.002740383,-0.01820806,6.051653,0.9034647,0.00410592,0.4286426
0,14,130.4419,0.5910311,52.07612,0.004661706,0.5385571,0.01992308,0.8423406,65.17121,0.01461506,-0.08419771,6.22391,0.9074827,0.01360594,0.4198691
0,14,130.7807,0.5910372,52.21482,0.009902868,0.5542324,0.02702587,0.8318641,67.32573,0.2257998,-0.1126532,6.108448,0.9226274,0.01348155,0.3854567
0,14,131.0089,0.5918835,52.29935,0.01663555,0.5691683,0.03276557,0.8213995,69.41732,0.2261995,-0.08967359,6.153481,0.9361193,0.009969385,0.3515413
0,14,131.3542,0.5938772,52.41041,0.02723277,0.5922148,0.03791335,0.8044268,72.71769,0.1777416,-0.01369879,5.988184,0.9548519,0.001092155,0.2970799
0,14,131.585,0.595407,52.47306,0.03177176,0.6061187,0.03630313,0.7939098,74.73839,0.1505976,0.04246097,5.872539,0.964714,-0.006439809,0.2632212
0,14,131.9335,0.5970056,52.55262,0.02858057,0.6229797,0.02684451,0.7812546,77.16331,0.1267303,0.07433052,5.980922,0.974946,-0.01121023,0.2221589
0,15,132.1703,0.5969671,52.59812,0.01991171,0.6304162,0.02135842,0.775708,78.20799,0.09981275,0.06401163,5.979663,0.9788882,-0.003961951,0.204358
0,15,132.5277,0.5964073,52.6597,0.002869977,0.6354713,0.01135135,0.7720358,78.91029,0.1213077,-0.02133234,6.104779,0.9812784,0.00999546,0.1923359
0,15,132.7677,0.5960026,52.69634,-0.0006008861,0.6401257,0.01330052,0.7681548,79.60073,0.2179716,-0.0887641,6.110294,0.9834152,0.01795115,0.1804775
0,15,133.126,0.5962856,52.74279,0.008327982,0.6561216,0.02330848,0.7542492,82.01622,0.2603814,-0.1216939,6.032647,0.9901466,0.01802365,0.1388702
0,15,133.3631,0.5969076,52.76623,0.01820814,0.6696865,0.02827858,0.741882,84.12358,0.2314286,-0.09367585,5.927107,0.9946865,0.01085898,0.1023769
